insert into attendance_detail values(1294, 1248, '10:55', '17:56');
insert into attendance_detail values(5262, 5056, '09:04', '17:50');
insert into attendance_detail values(5263, 5057, '09:04', '17:53');
insert into attendance_detail values(5264, 5058, '09:09', '17:58');
insert into attendance_detail values(5265, 5059, '09:14', '14:52');
insert into attendance_detail values(5266, 5059, '15:36', '17:54');
insert into attendance_detail values(5267, 5060, '09:09', '17:52');
insert into attendance_detail values(5268, 5061, '09:07', '17:57');
insert into attendance_detail values(5269, 5062, '09:01', '17:59');
insert into attendance_detail values(5270, 5063, '09:10', '17:57');
insert into attendance_detail values(5271, 5064, '09:06', '17:54');
insert into attendance_detail values(5272, 5065, '10:11', '10:53');
insert into attendance_detail values(5273, 5065, '11:31', '17:53');
insert into attendance_detail values(5275, 5067, '09:06', '17:53');
insert into attendance_detail values(5276, 5068, '09:22', '17:58');
insert into attendance_detail values(5277, 5069, '09:07', '17:51');
insert into attendance_detail values(5278, 5070, '09:05', '17:59');
insert into attendance_detail values(5279, 5071, '09:01', '17:58');
insert into attendance_detail values(5280, 5072, '09:04', '17:54');
insert into attendance_detail values(5281, 5073, '09:07', '17:56');
insert into attendance_detail values(5282, 5074, '10:47', '17:50');
insert into attendance_detail values(5283, 5075, '09:00', '17:55');
insert into attendance_detail values(5284, 5076, '09:24', '17:59');
insert into attendance_detail values(5286, 5078, '09:04', '13:59');
insert into attendance_detail values(5287, 5079, '09:05', '17:59');
insert into attendance_detail values(5288, 5080, '09:10', '17:53');
insert into attendance_detail values(5289, 5081, '09:00', '17:50');
insert into attendance_detail values(5290, 5082, '10:12', '17:51');
insert into attendance_detail values(5291, 5083, '09:03', '17:57');
insert into attendance_detail values(5292, 5084, '09:07', '17:57');
insert into attendance_detail values(5294, 5086, '09:07', '17:52');
insert into attendance_detail values(5296, 5088, '09:06', '17:52');
insert into attendance_detail values(5297, 5089, '10:35', '17:53');
insert into attendance_detail values(5298, 5090, '09:09', '17:51');
insert into attendance_detail values(5299, 5091, '10:49', '17:59');
insert into attendance_detail values(5300, 5092, '10:11', '17:55');
insert into attendance_detail values(5301, 5093, '09:00', '17:55');
insert into attendance_detail values(5302, 5094, '09:01', '17:51');
insert into attendance_detail values(5303, 5095, '09:10', '17:59');
insert into attendance_detail values(5304, 5096, '09:01', '17:58');
insert into attendance_detail values(5305, 5097, '09:08', '17:57');
insert into attendance_detail values(5306, 5098, '09:04', '17:59');
insert into attendance_detail values(5307, 5099, '10:24', '17:55');
insert into attendance_detail values(5308, 5100, '09:07', '17:57');
insert into attendance_detail values(5309, 5101, '09:01', '17:54');
insert into attendance_detail values(5310, 5102, '09:09', '17:50');
insert into attendance_detail values(5311, 5103, '09:07', '17:51');
insert into attendance_detail values(5312, 5104, '10:34', '17:53');
insert into attendance_detail values(5313, 5105, '09:06', '17:51');
insert into attendance_detail values(5314, 5106, '09:08', '17:53');
insert into attendance_detail values(5315, 5107, '09:50', '17:57');
insert into attendance_detail values(5316, 5108, '09:02', '17:55');
insert into attendance_detail values(5317, 5109, '09:01', '17:56');
insert into attendance_detail values(5318, 5110, '09:00', '17:58');
insert into attendance_detail values(5319, 5111, '10:38', '15:55');
insert into attendance_detail values(5320, 5112, '09:08', '17:53');
insert into attendance_detail values(5321, 5113, '09:01', '17:50');
insert into attendance_detail values(5322, 5114, '09:05', '17:51');
insert into attendance_detail values(5323, 5115, '09:45', '17:50');
insert into attendance_detail values(5324, 5116, '09:04', '17:55');
insert into attendance_detail values(5325, 5117, '09:08', '17:50');
insert into attendance_detail values(5326, 5118, '09:03', '17:55');
insert into attendance_detail values(5327, 5119, '10:34', '17:51');
insert into attendance_detail values(5328, 5120, '09:08', '17:52');
insert into attendance_detail values(5329, 5121, '09:00', '17:50');
insert into attendance_detail values(5330, 5122, '09:10', '17:57');
insert into attendance_detail values(5331, 5123, '09:10', '17:53');
insert into attendance_detail values(5332, 5124, '09:57', '14:17');
insert into attendance_detail values(5333, 5124, '15:35', '17:54');
insert into attendance_detail values(5334, 5125, '09:01', '17:57');
insert into attendance_detail values(5335, 5126, '09:00', '17:57');
insert into attendance_detail values(5336, 5127, '09:35', '17:53');
insert into attendance_detail values(5337, 5128, '09:03', '17:55');
insert into attendance_detail values(5338, 5129, '09:01', '17:59');
insert into attendance_detail values(5339, 5130, '09:08', '17:59');
insert into attendance_detail values(5340, 5131, '09:00', '17:57');
insert into attendance_detail values(5341, 5132, '09:04', '17:51');
insert into attendance_detail values(5342, 5133, '10:43', '14:24');
insert into attendance_detail values(5343, 5133, '15:55', '17:56');
insert into attendance_detail values(5344, 5134, '09:03', '17:50');
insert into attendance_detail values(5345, 5135, '09:02', '17:59');
insert into attendance_detail values(5346, 5136, '09:02', '17:56');
insert into attendance_detail values(5347, 5137, '10:30', '14:22');
insert into attendance_detail values(5348, 5137, '15:44', '17:53');
insert into attendance_detail values(5349, 5138, '09:07', '17:52');
insert into attendance_detail values(5350, 5139, '10:13', '17:59');
insert into attendance_detail values(5351, 5140, '09:03', '17:54');
insert into attendance_detail values(5352, 5141, '09:01', '17:54');
insert into attendance_detail values(5353, 5142, '09:03', '17:53');
insert into attendance_detail values(5354, 5143, '09:01', '17:54');
insert into attendance_detail values(5355, 5144, '09:08', '17:53');
insert into attendance_detail values(5356, 5145, '09:02', '17:51');
insert into attendance_detail values(5357, 5146, '09:04', '17:54');
insert into attendance_detail values(5358, 5147, '09:01', '17:52');
insert into attendance_detail values(5359, 5148, '09:01', '17:59');
insert into attendance_detail values(5360, 5149, '09:08', '17:57');
insert into attendance_detail values(5361, 5150, '09:05', '17:55');
insert into attendance_detail values(5362, 5151, '09:01', '17:50');
insert into attendance_detail values(5363, 5152, '09:05', '17:58');
insert into attendance_detail values(5364, 5153, '09:06', '17:59');
insert into attendance_detail values(5365, 5154, '09:02', '17:58');
insert into attendance_detail values(5366, 5155, '09:08', '17:53');
insert into attendance_detail values(5367, 5156, '09:09', '17:52');
insert into attendance_detail values(5368, 5157, '09:06', '17:50');
insert into attendance_detail values(5369, 5158, '09:06', '17:53');
insert into attendance_detail values(5370, 5159, '09:04', '17:55');
insert into attendance_detail values(5371, 5160, '09:14', '14:29');
insert into attendance_detail values(5372, 5160, '15:57', '17:51');
insert into attendance_detail values(5373, 5161, '09:06', '17:57');
insert into attendance_detail values(5374, 5162, '09:01', '17:52');
insert into attendance_detail values(5375, 5163, '10:30', '17:51');
insert into attendance_detail values(2128, 2051, '09:03', '17:50');
insert into attendance_detail values(2129, 2052, '09:02', '17:55');
insert into attendance_detail values(2130, 2053, '09:05', '17:56');
insert into attendance_detail values(2131, 2054, '09:01', '10:14');
insert into attendance_detail values(2132, 2054, '11:32', '17:58');
insert into attendance_detail values(2133, 2055, '10:15', '15:06');
insert into attendance_detail values(2134, 2055, '16:35', '17:58');
insert into attendance_detail values(2135, 2056, '09:09', '17:53');
insert into attendance_detail values(2136, 2057, '09:01', '17:52');
insert into attendance_detail values(2137, 2058, '09:17', '14:21');
insert into attendance_detail values(2138, 2058, '15:39', '17:57');
insert into attendance_detail values(2139, 2059, '09:03', '17:57');
insert into attendance_detail values(2140, 2060, '09:10', '17:57');
insert into attendance_detail values(2141, 2061, '09:09', '17:56');
insert into attendance_detail values(2142, 2062, '09:07', '17:57');
insert into attendance_detail values(2143, 2063, '09:14', '17:52');
insert into attendance_detail values(2144, 2064, '09:02', '17:54');
insert into attendance_detail values(2145, 2065, '09:10', '17:58');
insert into attendance_detail values(2146, 2066, '09:08', '17:52');
insert into attendance_detail values(2147, 2067, '09:01', '17:53');
insert into attendance_detail values(2148, 2068, '10:45', '17:51');
insert into attendance_detail values(2149, 2069, '09:10', '17:57');
insert into attendance_detail values(2150, 2070, '09:03', '17:54');
insert into attendance_detail values(2151, 2071, '09:09', '17:50');
insert into attendance_detail values(2152, 2072, '09:00', '17:50');
insert into attendance_detail values(2153, 2073, '09:04', '17:55');
insert into attendance_detail values(2154, 2074, '09:08', '17:55');
insert into attendance_detail values(2155, 2075, '09:08', '16:49');
insert into attendance_detail values(2156, 2076, '09:07', '17:50');
insert into attendance_detail values(2157, 2077, '09:01', '17:52');
insert into attendance_detail values(2158, 2078, '09:07', '17:55');
insert into attendance_detail values(2159, 2079, '09:07', '17:50');
insert into attendance_detail values(2160, 2080, '10:54', '17:55');
insert into attendance_detail values(2161, 2081, '10:40', '17:53');
insert into attendance_detail values(2162, 2082, '09:06', '17:54');
insert into attendance_detail values(2163, 2083, '09:09', '17:52');
insert into attendance_detail values(2164, 2084, '09:10', '17:57');
insert into attendance_detail values(2165, 2085, '09:08', '17:51');
insert into attendance_detail values(2166, 2086, '09:04', '17:53');
insert into attendance_detail values(2167, 2087, '09:01', '17:56');
insert into attendance_detail values(2168, 2088, '09:01', '17:51');
insert into attendance_detail values(2169, 2089, '09:46', '16:36');
insert into attendance_detail values(2170, 2090, '09:09', '17:53');
insert into attendance_detail values(2171, 2091, '09:04', '17:56');
insert into attendance_detail values(2172, 2092, '10:26', '17:53');
insert into attendance_detail values(2173, 2093, '09:03', '17:58');
insert into attendance_detail values(2174, 2094, '09:07', '17:51');
insert into attendance_detail values(2175, 2095, '09:05', '17:51');
insert into attendance_detail values(2176, 2096, '09:04', '12:38');
insert into attendance_detail values(2177, 2097, '09:10', '17:57');
insert into attendance_detail values(2178, 2098, '10:43', '15:33');
insert into attendance_detail values(2179, 2098, '16:42', '17:52');
insert into attendance_detail values(2180, 2099, '09:04', '17:58');
insert into attendance_detail values(2181, 2100, '09:03', '17:57');
insert into attendance_detail values(2182, 2101, '09:41', '17:51');
insert into attendance_detail values(2183, 2102, '09:08', '17:50');
insert into attendance_detail values(2184, 2103, '09:05', '17:54');
insert into attendance_detail values(2185, 2104, '09:03', '17:51');
insert into attendance_detail values(2186, 2105, '09:01', '17:59');
insert into attendance_detail values(2187, 2106, '10:16', '15:09');
insert into attendance_detail values(2188, 2106, '16:51', '17:54');
insert into attendance_detail values(2189, 2107, '09:05', '17:57');
insert into attendance_detail values(2190, 2108, '09:06', '10:41');
insert into attendance_detail values(2191, 2109, '09:05', '17:55');
insert into attendance_detail values(2192, 2110, '09:05', '17:58');
insert into attendance_detail values(2193, 2111, '09:01', '17:51');
insert into attendance_detail values(2194, 2112, '10:38', '17:56');
insert into attendance_detail values(2195, 2113, '09:10', '17:50');
insert into attendance_detail values(2196, 2114, '09:38', '17:56');
insert into attendance_detail values(2197, 2115, '10:31', '17:59');
insert into attendance_detail values(2198, 2116, '09:10', '17:50');
